geneid	ID	Kegg	Pubmed
1061818	lp_0822	{'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1064042	lp_0823	No pathway found	[]
1064044	lp_0824	No pathway found	[]
1061511	lp_0825	No pathway found	[]
1062154	lp_0826	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00052': 'Galactose metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1062151	lp_0827	No pathway found	[]
1061516	lp_0828	No pathway found	[]
1061519	lp_0829	No pathway found	[]
1061790	lp_0830	No pathway found	[]
1061521	lp_0835	No pathway found	[]
1061780	lp_0836	No pathway found	[]
1061557	lp_0837	No pathway found	[]
1061773	lp_0838	No pathway found	[]
1061778	lp_0840	No pathway found	[]
1061600	lp_0841	{'lpl00230': 'Purine metabolism'}	[]
1061615	lp_0842	{'lpl00190': 'Oxidative phosphorylation', 'lpl03018': 'RNA degradation'}	[]
1064212	lp_0843	{'lpl00230': 'Purine metabolism'}	[]
1061115	lp_0844	No pathway found	[]
1061766	lp_0845	No pathway found	[]
1064006	lp_0846	No pathway found	[]
1061849	lp_0848	No pathway found	[]
1062127	lp_0849	{'lpl00620': 'Pyruvate metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1061758	lp_0850	{'lpl00740': 'Riboflavin metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062128	lp_0853	{'lpl00330': 'Arginine and proline metabolism'}	[]
1061917	lp_0854	{'lpl00780': 'Biotin metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1061750	lp_0856	No pathway found	[]
1061749	lp_0857	No pathway found	[]
1062006	lp_0858	No pathway found	[]
1061743	lp_0861	No pathway found	[]
1062043	lp_0862	No pathway found	[]
1062108	lp_0863	{'lpl00750': 'Vitamin B6 metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1061739	lp_0864	No pathway found	[]
1061740	lp_0865	No pathway found	[]
1062099	lp_0866	{'lpl00230': 'Purine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1061738	lp_0868	No pathway found	[]
1061546	lp_0871	No pathway found	[]
1061736	lp_0872	{'lpl00630': 'Glyoxylate and dicarboxylate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063584	lp_0874	No pathway found	['29642139', '29308833', '28973543', '28972182', '28969371', '28968464', '28771801', '28737457', '28721811', '28643793']
1062204	lp_0875	No pathway found	[]
1061709	lp_0878	{'lpl02010': 'ABC transporters'}	[]
1061718	lp_0881	{'lpl02010': 'ABC transporters'}	[]
1062217	lp_0882	{'lpl02010': 'ABC transporters'}	[]
1062223	lp_0883	{'lpl02010': 'ABC transporters'}	[]
1064130	lp_0884	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00500': 'Starch and sucrose metabolism', 'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1062224	lp_0885	No pathway found	[]
1062233	lp_0886	{'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1064127	lp_0887	No pathway found	[]
1061716	lp_0888	No pathway found	[]
1062109	lp_0889	No pathway found	[]
1064129	lp_0891	No pathway found	[]
1061707	lp_0892	No pathway found	[]
1061713	lp_0893	No pathway found	[]
1064126	lp_0894	No pathway found	[]
1062103	lp_0895	No pathway found	[]
1061704	lp_0896	No pathway found	[]
1062098	lp_0897	No pathway found	[]
1061702	lp_0898	No pathway found	[]
1061703	lp_0900	No pathway found	[]
1062854	lp_0901	No pathway found	[]
1061699	lp_0902	No pathway found	[]
1063778	lp_0903	No pathway found	[]
1064121	lp_0907	No pathway found	[]
1064119	lp_0910	{'lpl03420': 'Nucleotide excision repair', 'lpl03430': 'Mismatch repair'}	[]
1061667	lp_0912	{'lpl00061': 'Fatty acid biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01212': 'Fatty acid metabolism'}	[]
1062412	lp_0913	{'lpl00770': 'Pantothenate and CoA biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1064117	lp_0914	{'lpl00230': 'Purine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063869	lp_0924	No pathway found	[]
1064116	lp_0925	No pathway found	[]
1061555	lp_0926	No pathway found	[]
1062083	lp_0927	No pathway found	[]
1062080	lp_0928	No pathway found	[]
1061680	lp_0929	No pathway found	[]
1061679	lp_0930	No pathway found	[]
1062243	lp_0931	No pathway found	[]
1064105	lp_0932	No pathway found	[]
1064106	lp_0934	{'lpl00500': 'Starch and sucrose metabolism', 'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1064082	lp_0935	No pathway found	[]
1061793	lp_0937	{'lpl00480': 'Glutathione metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1061673	lp_0945	No pathway found	[]
1061670	lp_0946	No pathway found	[]
1064104	lp_0947	No pathway found	[]
1061668	lp_0948	No pathway found	[]
1061674	lp_0949	No pathway found	[]
1061666	lp_0950	No pathway found	[]
1062159	lp_0951	No pathway found	[]
1064097	lp_0954	No pathway found	[]
1062215	lp_0955	No pathway found	[]
1064092	lp_0957	{'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl00460': 'Cyanoamino acid metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062611	lp_0959	No pathway found	[]
1062126	lp_0960	No pathway found	[]
1064084	lp_0960a	No pathway found	[]
1064177	lp_0962	{'lpl03018': 'RNA degradation'}	[]
1061651	lp_0963	No pathway found	[]
1063520	lp_0965	No pathway found	[]
1061649	lp_0966	No pathway found	[]
1062247	lp_0967	No pathway found	[]
1064081	lp_0968	No pathway found	[]
1064194	lp_0969	No pathway found	[]
1061179	lp_0970	No pathway found	['29858808', '29844122', '29797816', '29797348', '29790161', '29789121', '29788904', '29787980', '29780384', '29764836']
1062104	lp_0971	No pathway found	[]
1061662	lp_0972	No pathway found	[]
1064096	lp_0973	No pathway found	[]
1064099	lp_0975	No pathway found	[]
1062067	lp_0977	{'lpl00300': 'Lysine biosynthesis', 'lpl00550': 'Peptidoglycan biosynthesis'}	[]
1064100	lp_0979	{'lpl00260': 'Glycine, serine and threonine metabolism', 'lpl00261': 'Monobactam biosynthesis', 'lpl00270': 'Cysteine and methionine metabolism', 'lpl00300': 'Lysine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01210': '2-Oxocarboxylic acid metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062066	lp_0981	No pathway found	[]
1064102	lp_0982	No pathway found	[]
1064103	lp_0984	No pathway found	[]
1061665	lp_0988	No pathway found	[]
1063966	lp_0990	No pathway found	[]
1061672	lp_0991	No pathway found	[]
1061669	lp_0992	No pathway found	[]
1061791	lp_0995	No pathway found	[]
1061671	lp_0996	No pathway found	[]
1064107	lp_0997	No pathway found	[]
1062232	lp_0998	No pathway found	[]
1061810	lp_0999	No pathway found	[]
1062238	lp_1000	No pathway found	[]
1061777	lp_1001	No pathway found	[]
1064109	lp_1002	No pathway found	[]
1062079	lp_1003	No pathway found	[]
1064111	lp_1004	No pathway found	[]
1061678	lp_1005	{'lpl00290': 'Valine, leucine and isoleucine biosynthesis', 'lpl00650': 'Butanoate metabolism', 'lpl00660': 'C5-Branched dibasic acid metabolism', 'lpl00770': 'Pantothenate and CoA biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01210': '2-Oxocarboxylic acid metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1064113	lp_1008	No pathway found	[]
1061682	lp_1010	{'lpl00550': 'Peptidoglycan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01502': 'Vancomycin resistance', 'lpl02020': 'Two-component system'}	[]
1061681	lp_1011	No pathway found	[]
1064112	lp_1018	No pathway found	[]
1064110	lp_1020	No pathway found	[]
1062241	lp_1021	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03020': 'RNA polymerase'}	[]
1062253	lp_1022	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03020': 'RNA polymerase'}	[]
1064114	lp_1023	No pathway found	[]
1061688	lp_1025	{'lpl03010': 'Ribosome'}	[]
1061683	lp_1026	{'lpl03010': 'Ribosome'}	[]
1061689	lp_1027	No pathway found	[]
1064095	lp_1032	{'lpl03010': 'Ribosome'}	[]
1061686	lp_1033	{'lpl03010': 'Ribosome'}	[]
1064115	lp_1034	{'lpl03010': 'Ribosome'}	[]
1061690	lp_1035	{'lpl03010': 'Ribosome'}	[]
1061692	lp_1036	{'lpl03010': 'Ribosome'}	[]
1061695	lp_1038	{'lpl03010': 'Ribosome'}	[]
1061693	lp_1039	{'lpl03010': 'Ribosome'}	[]
1061691	lp_1040	{'lpl03010': 'Ribosome'}	[]
1061696	lp_1041	{'lpl03010': 'Ribosome'}	[]
1061698	lp_1043	{'lpl03010': 'Ribosome'}	[]
1061697	lp_1044	{'lpl03010': 'Ribosome'}	[]
1063687	lp_1045	{'lpl03010': 'Ribosome'}	['15766926', '9015292', '8609478', '7853477', '8249294']
1062242	lp_1046	{'lpl03010': 'Ribosome'}	[]
1064125	lp_1047	{'lpl03010': 'Ribosome'}	[]
1062105	lp_1050	{'lpl03010': 'Ribosome'}	[]
1062234	lp_1051	{'lpl03010': 'Ribosome'}	[]
1062221	lp_1052	{'lpl03010': 'Ribosome'}	[]
1061714	lp_1053	{'lpl03010': 'Ribosome'}	[]
1062107	lp_1054	{'lpl03010': 'Ribosome'}	[]
1062114	lp_1055	{'lpl03010': 'Ribosome'}	[]
1064049	lp_1056	{'lpl02024': 'Quorum sensing', 'lpl03060': 'Protein export', 'lpl03070': 'Bacterial secretion system'}	[]
1062226	lp_1058	{'lpl00230': 'Purine metabolism', 'lpl00730': 'Thiamine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1062999	lp_1059	No pathway found	[]
1061728	lp_1060	{'lpl03010': 'Ribosome'}	[]
1061729	lp_1061	{'lpl03010': 'Ribosome'}	[]
1062210	lp_1062	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03020': 'RNA polymerase'}	[]
1062113	lp_1063	{'lpl03010': 'Ribosome'}	[]
1062200	lp_1066	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062246	lp_1067	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062268	lp_1068	No pathway found	[]
1061723	lp_1069	{'lpl00190': 'Oxidative phosphorylation'}	[]
1062117	lp_1070	No pathway found	[]
1062118	lp_1072	No pathway found	[]
1061735	lp_1073	{'lpl02010': 'ABC transporters'}	[]
1062116	lp_1074	{'lpl02010': 'ABC transporters'}	[]
1062009	lp_1075	{'lpl02010': 'ABC transporters'}	[]
1062119	lp_1076	No pathway found	[]
1062022	lp_1077	{'lpl03010': 'Ribosome'}	[]
1061737	lp_1078	{'lpl03010': 'Ribosome'}	[]
1061746	lp_1079	No pathway found	[]
1061747	lp_1081	No pathway found	[]
1061915	lp_1084	{'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1061909	lp_1085	{'lpl00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1061963	lp_1088	No pathway found	[]
1061762	lp_1089	{'lpl00630': 'Glyoxylate and dicarboxylate metabolism'}	[]
1061748	lp_1090	{'lpl00630': 'Glyoxylate and dicarboxylate metabolism'}	[]
1061764	lp_1092	No pathway found	[]
1061888	lp_1093	{'lpl02020': 'Two-component system'}	[]
1061847	lp_1095	{'lpl02010': 'ABC transporters'}	[]
1061894	lp_1096	{'lpl02010': 'ABC transporters'}	[]
1061711	lp_1098	No pathway found	[]
1061879	lp_1101	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00270': 'Cysteine and methionine metabolism', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1064005	lp_1103	No pathway found	[]
1061823	lp_1105	{'lpl00620': 'Pyruvate metabolism', 'lpl01200': 'Carbon metabolism', 'lpl02020': 'Two-component system'}	[]
1061757	lp_1106	{'lpl02020': 'Two-component system'}	[]
1061772	lp_1107	{'lpl02020': 'Two-component system'}	[]
1062143	lp_1108	{'lpl02020': 'Two-component system'}	[]
1061661	lp_1109	{'lpl02020': 'Two-component system'}	[]
1061785	lp_1112	{'lpl00020': 'Citrate cycle (TCA cycle)', 'lpl00620': 'Pyruvate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism'}	[]
1061792	lp_1113	{'lpl00020': 'Citrate cycle (TCA cycle)', 'lpl00190': 'Oxidative phosphorylation', 'lpl00620': 'Pyruvate metabolism', 'lpl00650': 'Butanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl02020': 'Two-component system'}	[]
1061782	lp_1114	{'lpl02020': 'Two-component system'}	[]
1061789	lp_1115	No pathway found	[]
1062148	lp_1116	No pathway found	[]
1061795	lp_1118	{'lpl00620': 'Pyruvate metabolism', 'lpl01120': 'Microbial metabolism in diverse environments'}	[]
1061797	lp_1119	No pathway found	[]
1062240	lp_1120	No pathway found	[]
1061455	lp_1121	No pathway found	[]
1063431	lp_1123	No pathway found	[]
1062186	lp_1124	No pathway found	[]
1062587	lp_1125	{'lpl00190': 'Oxidative phosphorylation', 'lpl01100': 'Metabolic pathways', 'lpl02020': 'Two-component system'}	[]
1062069	lp_1126	{'lpl00190': 'Oxidative phosphorylation', 'lpl01100': 'Metabolic pathways', 'lpl02020': 'Two-component system'}	[]
1062248	lp_1128	{'lpl02010': 'ABC transporters'}	[]
1061248	lp_1129	{'lpl02010': 'ABC transporters'}	['29864683', '29864624', '29864400', '29862293', '29861493', '29861345', '29861343', '29860313', '29860131', '29859868']
1064172	lp_1132	No pathway found	[]
1061111	lp_1134	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1064151	lp_1135	{'lpl00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1061373	lp_1136	No pathway found	[]
1061326	lp_1138	No pathway found	['29693124', '29550589', '28845089', '28733031', '28629746', '27936003', '27923915', '27820602', '27815440', '27603796']
1061430	lp_1139	{'lpl00230': 'Purine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1061289	lp_1140	No pathway found	[]
1061829	lp_1141	{'lpl00230': 'Purine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1061827	lp_1144	{'lpl03420': 'Nucleotide excision repair', 'lpl03430': 'Mismatch repair'}	[]
1061525	lp_1145	{'lpl03030': 'DNA replication', 'lpl03410': 'Base excision repair', 'lpl03420': 'Nucleotide excision repair', 'lpl03430': 'Mismatch repair'}	[]
1061826	lp_1146	No pathway found	[]
1064216	lp_1147	{'lpl00970': 'Aminoacyl-tRNA biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1061109	lp_1148	{'lpl00970': 'Aminoacyl-tRNA biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1061144	lp_1149	{'lpl00970': 'Aminoacyl-tRNA biosynthesis', 'lpl01100': 'Metabolic pathways'}	['29862509', '29843122', '29807699', '29807113', '29789652', '29784046', '29781112', '29774081', '29771424', '29767505']
1061129	lp_1150	{'lpl00561': 'Glycerolipid metabolism', 'lpl00564': 'Glycerophospholipid metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062124	lp_1151	No pathway found	[]
1064204	lp_1153	No pathway found	[]
1064195	lp_1154	No pathway found	[]
1062570	lp_1155	{'lpl00500': 'Starch and sucrose metabolism', 'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1064210	lp_1156	No pathway found	[]
1061456	lp_1157	No pathway found	[]
1061192	lp_1158	No pathway found	['29800731', '29654181', '29632014', '29616053', '29605609', '29462244', '29367265', '29336947', '29295892', '29215586']
1064134	lp_1159	No pathway found	[]
1061505	lp_1160	No pathway found	[]
1062579	lp_1161	No pathway found	[]
1061482	lp_1162	No pathway found	[]
1063554	lp_1163	No pathway found	[]
1062046	lp_1164	{'lpl00500': 'Starch and sucrose metabolism', 'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1063902	lp_1165	No pathway found	[]
1061496	lp_1166	No pathway found	[]
1064175	lp_1168	No pathway found	[]
1062219	lp_1169	{'lpl00220': 'Arginine biosynthesis', 'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl00910': 'Nitrogen metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1062262	lp_1171	No pathway found	[]
1061820	lp_1173	{'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1062267	lp_1174	No pathway found	[]
1061270	lp_1175	No pathway found	['29864683', '29864624', '29864400', '29862293', '29861493', '29861345', '29861343', '29860313', '29860131', '29859868']
1063565	lp_1239	No pathway found	['29642139', '29308833', '28973543', '28972182', '28969371', '28968464', '28771801', '28737457', '28721811', '28643793']
1062274	lp_1240	No pathway found	[]
1062270	lp_1241	No pathway found	[]
1062277	lp_1242	No pathway found	[]
1062264	lp_1243	No pathway found	[]
1062282	lp_1244	No pathway found	[]
1062278	lp_1245	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00270': 'Cysteine and methionine metabolism', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1062285	lp_1247	No pathway found	[]
1062276	lp_1248	{'lpl00564': 'Glycerophospholipid metabolism'}	[]
1062275	lp_1249	No pathway found	[]
1062292	lp_1250	{'lpl00030': 'Pentose phosphate pathway', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism'}	[]
1062286	lp_1251	{'lpl00030': 'Pentose phosphate pathway', 'lpl00480': 'Glutathione metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism'}	[]
1062295	lp_1253	{'lpl00480': 'Glutathione metabolism'}	[]
1062284	lp_1255	No pathway found	[]
1062300	lp_1256	No pathway found	[]
1062296	lp_1257	No pathway found	[]
1062303	lp_1258	No pathway found	[]
1062294	lp_1259	No pathway found	[]
1062293	lp_1260	No pathway found	[]
1062309	lp_1262	{'lpl01501': 'beta-Lactam resistance', 'lpl02010': 'ABC transporters', 'lpl02024': 'Quorum sensing'}	[]
1062304	lp_1263	{'lpl01501': 'beta-Lactam resistance', 'lpl02010': 'ABC transporters', 'lpl02024': 'Quorum sensing'}	[]
1062312	lp_1264	{'lpl01501': 'beta-Lactam resistance', 'lpl02010': 'ABC transporters', 'lpl02024': 'Quorum sensing'}	[]
1062302	lp_1265	{'lpl01501': 'beta-Lactam resistance', 'lpl02010': 'ABC transporters', 'lpl02024': 'Quorum sensing'}	[]
1062301	lp_1267	No pathway found	[]
1062317	lp_1268	No pathway found	[]
1062318	lp_1273	No pathway found	[]
1062313	lp_1274	{'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1062320	lp_1275	{'lpl00561': 'Glycerolipid metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1062311	lp_1276	No pathway found	[]
1062310	lp_1277	No pathway found	[]
1062325	lp_1278	{'lpl00550': 'Peptidoglycan biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1062326	lp_1280	{'lpl00300': 'Lysine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062321	lp_1281	No pathway found	[]
1062328	lp_1289	{'lpl00230': 'Purine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1062319	lp_1290	No pathway found	[]
1062333	lp_1291	No pathway found	[]
1062329	lp_1292	No pathway found	[]
1062334	lp_1293	No pathway found	[]
1062341	lp_1295	No pathway found	[]
1062342	lp_1296	{'lpl00860': 'Porphyrin and chlorophyll metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062337	lp_1297	No pathway found	[]
1062344	lp_1298	{'lpl00270': 'Cysteine and methionine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062335	lp_1299	No pathway found	[]
1062345	lp_1300	No pathway found	[]
1062350	lp_1301	{'lpl00270': 'Cysteine and methionine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062343	lp_1302	No pathway found	[]
1062357	lp_1311	No pathway found	[]
1062358	lp_1313	No pathway found	[]
1062360	lp_1314	No pathway found	[]
1062352	lp_1315	{'lpl00550': 'Peptidoglycan biosynthesis'}	[]
1062351	lp_1316	{'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1062367	lp_1317	No pathway found	[]
1062361	lp_1319	No pathway found	[]
1062366	lp_1320	No pathway found	[]
1062359	lp_1321	No pathway found	[]
1062374	lp_1322	No pathway found	[]
1062805	lp_1324	{'lpl02010': 'ABC transporters'}	[]
1062804	lp_1325	{'lpl02010': 'ABC transporters'}	[]
1062794	lp_1326	{'lpl02010': 'ABC transporters'}	[]
1062813	lp_1327	{'lpl02010': 'ABC transporters'}	[]
1062808	lp_1328	{'lpl00564': 'Glycerophospholipid metabolism'}	[]
1062814	lp_1329	No pathway found	[]
1062806	lp_1330	No pathway found	[]
1062823	lp_1333	No pathway found	[]
1062833	lp_1334	No pathway found	[]
1062826	lp_1335	No pathway found	[]
1062840	lp_1336	No pathway found	[]
1062835	lp_1339	No pathway found	[]
1062848	lp_1341	No pathway found	[]
1062832	lp_1342	No pathway found	[]
1062858	lp_1343	No pathway found	[]
1062850	lp_1353	No pathway found	[]
1062862	lp_1354	No pathway found	[]
1062847	lp_1355	{'lpl02020': 'Two-component system', 'lpl02024': 'Quorum sensing'}	[]
1062845	lp_1356	{'lpl02020': 'Two-component system', 'lpl02024': 'Quorum sensing'}	[]
1062867	lp_1357	No pathway found	[]
1062863	lp_1358	No pathway found	[]
1062869	lp_1360	No pathway found	[]
1062861	lp_1362	No pathway found	[]
1062873	lp_1363	No pathway found	[]
1062870	lp_1364	No pathway found	[]
1062877	lp_1369	No pathway found	[]
1062868	lp_1370	No pathway found	[]
1062879	lp_1371	No pathway found	[]
1062882	lp_1372	No pathway found	[]
1062876	lp_1373	No pathway found	[]
1062881	lp_1374	{'lpl00270': 'Cysteine and methionine metabolism', 'lpl00670': 'One carbon pool by folate', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01200': 'Carbon metabolism'}	[]
1062875	lp_1375	{'lpl00270': 'Cysteine and methionine metabolism', 'lpl00450': 'Selenocompound metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062874	lp_1377	No pathway found	[]
1062888	lp_1378	{'lpl00230': 'Purine metabolism', 'lpl00261': 'Monobactam biosynthesis', 'lpl00450': 'Selenocompound metabolism', 'lpl00920': 'Sulfur metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1062885	lp_1379	{'lpl00230': 'Purine metabolism', 'lpl00920': 'Sulfur metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments'}	[]
1062890	lp_1380	{'lpl00920': 'Sulfur metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments'}	[]
1062883	lp_1381	No pathway found	[]
1062907	lp_1385	No pathway found	[]
1062908	lp_1386	No pathway found	[]
1062902	lp_1388	No pathway found	[]
1062912	lp_1390	No pathway found	[]
1062899	lp_1391	{'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1062917	lp_1392	No pathway found	[]
1062913	lp_1395	No pathway found	[]
1062920	lp_1403	No pathway found	[]
1062909	lp_1406	{'lpl00473': 'D-Alanine metabolism', 'lpl01503': 'Cationic antimicrobial peptide (CAMP) resistance', 'lpl02020': 'Two-component system'}	[]
1062926	lp_1407	No pathway found	[]
1062927	lp_1409	No pathway found	[]
1062921	lp_1410	No pathway found	[]
1062931	lp_1411	No pathway found	[]
1062919	lp_1412	No pathway found	[]
1062918	lp_1413	{'lpl00550': 'Peptidoglycan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01501': 'beta-Lactam resistance'}	[]
1062940	lp_1415	No pathway found	[]
1062941	lp_1416	No pathway found	[]
1062932	lp_1417	No pathway found	[]
1062945	lp_1418	No pathway found	[]
1062930	lp_1420	No pathway found	[]
1062950	lp_1422	No pathway found	[]
1062946	lp_1424	No pathway found	[]
